SessionNum,Playtime,Duration,Level,Gold,SpentGold,TotalDamage,Monsters,Bosses,Inputs,Crits,KbPower,MsPower,CrystalsStage,CrystalsBoss,CrystalsGold,CrystalsTotal,CrystalsSpent,CrystalsRemain,GGKilled,GGEscaped,GGGold,BaseAttackLv,AttackPctLv,CritChanceLv,CritDamageLv,MultiHitLv,TimeExtendLv,UpgradeDiscountLv,GoldFlatPermLv,GoldMultiPermLv,CrystalFlatLv
53,4416.5,90.1,1695,1934577,29720,203748459399,424,42,424,424,982153,982153,42,130496,0,130538,130550,28,0,0,0,101,81,206,275,68,328,4,286,127,8
54,4506.6,90.1,1655,1827057,29720,191399974237,384,38,383,383,928393,928393,38,115574,0,115612,115361,279,1,0,97716,101,81,206,275,68,328,4,292,130,8
55,4596.7,90.1,1704,1997084,30170,227981887901,433,43,433,433,1013632,1013631,43,135460,0,135503,135586,196,0,0,0,101,81,206,275,68,336,4,292,130,8
56,4686.9,90.2,1743,2033256,30470,245980828599,432,43,432,432,1031868,1031867,43,137408,0,137451,137227,420,0,0,0,103,89,206,275,68,336,4,292,130,8
57,4777.0,90.1,1738,1986190,31820,237660770827,422,42,422,422,1009010,1009009,42,136036,0,136078,136438,60,0,0,0,103,89,210,279,71,336,4,292,130,8
58,4867.2,90.3,1741,2001833,31820,259206898069,425,43,425,425,1016831,1016831,43,135310,0,135353,135289,124,0,0,0,103,89,210,279,71,336,4,298,136,8
59,4957.3,90.1,1748,2063133,31970,273227045495,432,43,432,432,1047556,1047556,43,139477,0,139520,139595,49,0,0,0,103,89,210,279,71,343,4,298,136,8
60,5047.4,90.0,1831,2162831,31970,278340602964,435,44,435,435,1097405,1097405,44,145766,0,145810,145654,205,0,0,0,105,94,210,282,71,343,4,298,136,8
61,5137.5,90.1,1827,2140867,37220,299824207203,431,43,431,431,1089048,1089048,43,143631,0,143674,143844,35,0,0,0,105,94,213,304,79,343,4,298,136,8
62,5227.6,90.1,1784,1996872,37220,290843905667,388,39,387,387,1017051,1017050,39,125486,0,125525,125110,450,1,0,94426,105,94,213,304,79,343,4,303,140,8
63,5317.7,90.1,1828,2164890,37670,340344956265,432,43,432,432,1101285,1101284,43,142032,0,142075,142303,222,0,0,0,105,94,213,304,79,349,4,303,140,8
64,5407.8,90.1,1956,2289105,37820,361930404123,430,43,430,430,1163467,1163467,43,152124,0,152167,152310,79,0,0,0,107,98,213,305,79,349,4,303,140,8
65,5497.8,90.0,1914,2131031,40220,321895386381,383,38,382,382,1085630,1085630,38,133536,0,133574,133553,100,1,0,114108,107,98,216,311,84,349,4,303,140,8
66,5587.9,90.1,1959,2282601,40220,379729906072,428,42,428,428,1161415,1161415,42,153759,0,153801,153671,230,0,0,0,107,98,216,311,84,349,4,308,150,8
67,5678.1,90.2,1963,2318066,40220,398218309433,427,43,427,427,1179148,1179147,43,158269,0,158312,158208,334,0,0,0,107,98,216,311,84,355,4,308,150,8
68,5768.1,90.0,2065,2383450,40220,409795775486,419,42,419,419,1211840,1211839,42,159232,0,159274,158845,763,0,0,0,109,101,216,312,84,355,4,308,150,8
69,5858.2,90.1,2034,2515645,40220,388356802834,388,39,387,387,1277937,1277937,39,147218,0,147257,148018,2,1,0,329034,109,101,219,318,92,355,4,308,150,8
70,5948.3,90.1,2077,2458047,40220,457446246239,431,43,431,431,1249138,1249138,43,162923,0,162966,162655,313,0,0,0,109,101,219,318,92,355,4,313,156,8
71,6038.3,90.1,2091,2546263,40220,482101474108,440,44,440,440,1293246,1293246,44,168200,0,168244,168256,301,0,0,0,109,101,219,318,92,361,4,313,156,8
72,6128.4,90.1,2148,2591994,40220,496796899937,437,43,437,437,1316112,1316111,43,171677,0,171720,171596,425,0,0,0,111,104,219,318,92,361,4,313,156,8
73,6218.5,90.1,2138,2527412,40220,486996162758,427,42,427,427,1283821,1283820,42,165129,0,165171,165538,58,0,0,0,111,104,222,326,93,361,4,313,156,8
74,6308.7,90.2,2100,2374542,40220,424039675549,389,38,388,388,1207386,1207385,38,144457,0,144495,144434,119,1,0,96200,111,104,222,326,93,361,4,317,161,8
75,6398.8,90.1,2147,2580506,40220,509190292595,431,43,431,431,1310368,1310367,43,175123,0,175166,175018,267,0,0,0,111,104,222,326,93,367,4,317,161,8
76,6488.9,90.1,2160,2665506,40220,537838300656,444,44,444,444,1352868,1352867,44,170207,0,170251,169572,946,0,0,0,113,105,222,327,93,367,4,317,161,8
77,6579.1,90.2,2147,2553215,40220,501761930636,426,42,426,426,1296722,1296722,42,166610,0,166652,167536,62,0,0,0,113,105,225,328,99,367,4,317,161,8
78,6669.2,90.1,2108,2422596,40220,472530716445,387,38,386,386,1231413,1231412,38,142592,0,142630,141903,789,1,0,127440,113,105,225,328,99,367,4,321,162,8
79,6759.4,90.2,2161,2654529,40220,553338891839,440,44,440,440,1347379,1347379,44,171845,0,171889,172153,525,0,0,0,113,105,225,328,99,372,4,321,162,8
80,6849.5,90.1,2205,2640958,40220,541629576569,429,43,429,429,1340594,1340593,43,175496,0,175539,175916,148,0,0,0,115,105,225,330,99,372,4,321,162,8
81,6939.6,90.1,2209,2639590,40220,542791520783,428,42,428,428,1339910,1339909,42,171308,0,171350,171354,144,0,0,0,115,105,227,349,104,372,4,321,162,8
82,7029.8,90.2,2162,2321319,40220,461465426747,380,38,380,380,1180774,1180774,38,151711,0,151749,151822,71,0,1,0,115,105,227,349,104,372,4,325,162,8
83,7119.9,90.1,2215,2658022,40220,568230761512,429,43,429,429,1349126,1349125,43,171661,0,171704,171558,217,0,0,0,115,105,227,349,104,376,4,325,162,8
84,7209.9,90.0,2345,2796666,40220,588478388721,429,43,429,429,1418448,1418447,43,191776,0,191819,190835,1201,0,0,0,117,105,227,350,104,376,4,325,162,8
85,7300.1,90.2,2347,2780816,40220,583593895201,426,42,426,426,1410523,1410522,42,186396,0,186438,187474,165,0,0,0,117,105,229,367,110,376,4,325,162,8
86,7390.3,90.2,2359,2865680,40220,624300143996,438,43,438,438,1452955,1452954,43,191881,0,191924,191747,342,0,0,0,117,105,229,367,110,376,4,329,169,8
87,7480.4,90.1,2363,2894796,40220,626008594758,437,44,437,437,1467513,1467512,44,191849,0,191893,192202,33,0,0,0,117,105,229,367,110,381,4,329,169,8
88,7570.4,90.0,2372,2868016,40220,618110010730,431,43,431,431,1454123,1454122,43,191735,0,191778,191136,675,0,0,0,118,111,229,367,110,381,4,329,169,8
89,7660.4,90.0,2336,2608252,40220,541654947866,390,39,389,389,1324241,1324240,39,169027,0,169066,169562,179,1,0,34928,118,111,231,375,115,381,4,329,169,8
90,7750.4,90.0,2374,2851809,40220,629924430462,428,43,428,428,1446019,1446019,43,189696,0,189739,189457,461,0,0,0,118,111,231,375,115,381,4,333,172,8
91,7840.5,90.1,2371,2846800,40220,625132449365,425,43,425,425,1443515,1443514,43,191107,0,191150,190862,749,0,0,0,118,111,231,375,115,385,4,333,172,8
92,7930.7,90.2,2467,3019757,40220,660038087587,436,43,436,436,1529993,1529993,43,200477,0,200520,200892,377,0,0,0,119,116,231,375,115,385,4,333,172,8
93,8020.8,90.0,2469,3002792,40220,662508217228,433,43,433,433,1521511,1521510,43,200581,0,200624,200969,32,0,0,0,119,116,233,387,119,385,4,333,172,8
94,8111.0,90.2,2462,2950497,40220,655668945695,426,43,426,426,1495363,1495363,43,188860,0,188903,187811,1124,0,0,0,119,116,233,387,119,385,4,336,181,8
95,8201.1,90.1,2420,3031219,40220,566411397589,384,38,383,383,1535724,1535724,38,172307,0,172345,173186,283,1,0,366520,119,116,233,387,119,388,4,336,181,8
96,8291.1,90.1,2583,3192521,40220,693879484011,437,44,437,437,1616375,1616375,44,206980,0,207024,205236,2071,0,0,0,120,120,233,387,119,388,4,336,181,8
97,8381.2,90.1,2574,3088092,40220,670101823225,423,42,423,423,1564161,1564160,42,202724,0,202766,204639,198,0,0,0,120,120,235,396,125,388,4,336,181,8
98,8471.3,90.0,2535,2853390,40220,603358952666,384,38,383,383,1446810,1446809,38,181486,0,181524,181162,560,1,0,76024,120,120,235,396,125,388,4,339,186,8
99,8561.3,90.0,2574,3111177,40220,677185896973,423,42,423,423,1575703,1575703,42,205512,0,205554,205187,927,0,0,0,120,120,235,396,125,392,4,339,186,8
100,8651.4,90.1,2622,3183914,40220,689135391271,426,43,426,426,1612072,1612071,43,204728,0,204771,204356,1342,0,0,0,121,123,235,397,125,392,4,339,186,8
101,8741.6,90.1,2630,3248146,40220,710880766944,434,43,434,434,1644188,1644187,43,211211,0,211254,212288,308,0,0,0,121,123,237,405,127,392,4,339,186,8
102,8831.6,90.1,2621,3175896,40220,695922553944,425,43,425,425,1608063,1608062,43,213854,0,213897,213914,291,0,0,0,121,123,237,405,127,392,4,342,193,8
103,8921.6,90.0,2633,3269190,40220,713380416243,432,43,432,432,1654710,1654709,43,207301,0,207344,207159,476,0,0,0,121,123,237,405,127,396,4,342,193,8
104,9011.7,90.1,2652,3283298,40220,714465807361,431,43,431,431,1661764,1661763,43,220104,0,220147,220542,81,0,0,0,122,126,237,406,127,396,4,342,193,8
105,9102.0,90.3,2657,3324199,40220,729415305043,436,43,436,436,1682214,1682214,43,216582,0,216625,216694,12,0,0,0,122,126,239,412,131,396,4,342,193,8
106,9192.1,90.0,2610,2934225,40220,629362020424,388,38,388,388,1487227,1487227,38,185407,0,185445,184369,1088,0,1,0,122,126,239,412,131,396,4,345,194,8
107,9282.2,90.1,2657,3297691,40220,722603189638,431,43,431,431,1668960,1668960,43,209582,0,209625,210037,676,0,0,0,122,126,239,412,131,399,4,345,194,8
108,9372.3,90.2,2706,3509549,40220,629340246448,385,38,384,384,1774889,1774889,38,192584,0,192622,191642,1656,1,0,500526,123,128,239,412,131,399,4,345,194,8
109,9462.4,90.1,2749,3378064,40220,726095019387,428,42,428,428,1709147,1709146,42,209485,0,209527,210683,500,0,0,0,123,128,241,415,135,399,4,345,194,8
110,9552.5,90.1,2749,3378064,40220,727501808114,428,42,428,428,1709147,1709146,42,212246,0,212288,212129,659,0,0,0,123,128,241,415,135,399,4,348,197,8
111,9642.6,90.1,2712,3412806,40220,636414546567,386,39,385,385,1726518,1726517,39,200744,0,200783,200921,521,1,0,375032,123,128,241,415,135,402,4,348,197,8
112,9732.7,90.1,2815,3513265,40220,746226335747,434,43,434,434,1776747,1776747,43,230496,0,230539,230679,381,0,0,0,124,130,241,417,135,402,4,348,197,8
113,9822.8,90.1,2808,3452728,40220,734220538069,427,42,427,427,1746479,1746478,42,225744,0,225786,225856,311,0,0,0,124,130,243,420,140,402,4,348,197,8
114,9912.8,90.0,2785,3268446,17908,684000634153,404,40,403,403,1643182,1643181,40,216020,22,216082,213123,3270,1,0,22312,124,130,243,420,140,402,4,351,199,8
115,10003.0,90.2,2809,3474383,40220,738365030649,428,42,428,428,1757306,1757306,42,223306,0,223348,225401,1217,0,0,0,124,130,243,420,140,405,4,351,199,8
116,10093.1,90.0,2890,3649755,40220,767131130330,439,43,439,439,1844992,1844992,43,232668,0,232711,231633,2295,0,0,0,125,132,243,421,140,405,4,351,199,8
117,10183.1,90.0,2837,3250315,40220,653587330010,386,38,385,385,1645272,1645272,38,207358,0,207396,209228,463,1,0,76188,125,132,244,433,145,405,4,351,199,8
118,10273.2,90.2,2884,3596498,40220,761536805580,433,43,433,433,1818364,1818363,43,230816,0,230859,230908,414,0,0,0,125,132,244,433,145,405,4,354,201,8
119,10363.4,90.1,2886,3588789,40220,755984966105,430,43,430,430,1814509,1814509,43,223860,0,223903,223955,362,0,0,0,125,132,244,433,145,408,4,354,201,8
120,10453.5,90.1,2934,3626685,40220,755338611890,428,43,428,428,1833457,1833457,43,235489,0,235532,231719,4175,0,0,0,126,134,244,433,145,408,4,354,201,8
121,10543.6,90.1,2936,3644752,40220,761487499603,430,43,430,430,1842491,1842490,43,241064,0,241107,244968,314,0,0,0,126,134,246,436,145,408,4,354,201,8
122,10633.7,90.1,2940,3680916,40220,771212145077,434,43,434,434,1860573,1860572,43,237906,0,237949,237441,822,0,0,0,126,134,246,436,145,408,4,357,203,8
123,10723.8,90.2,2927,3576694,40220,743884833498,421,42,421,421,1808462,1808461,42,235660,0,235702,234541,1983,0,0,0,126,134,246,436,145,411,4,357,203,8
124,10814.0,90.2,2984,3736256,40220,772857432207,433,43,433,433,1888243,1888242,43,248247,0,248290,246001,4272,0,0,0,127,136,246,436,145,411,4,357,203,8
125,10904.1,90.2,2986,3754649,40220,778914466047,435,43,435,435,1897439,1897439,43,243010,0,243053,246546,779,0,0,0,127,136,248,437,148,411,4,357,203,8
126,10994.3,90.2,2934,3538572,40220,672574836944,383,38,382,382,1789401,1789400,38,208056,0,208094,206515,2358,1,0,267100,127,136,248,437,148,411,4,359,208,8
127,11084.5,90.2,2978,3705669,40220,763107587263,427,42,427,427,1872949,1872949,42,235972,0,236014,237364,1008,0,0,0,127,136,248,437,148,414,4,359,208,8
128,11174.6,90.1,3027,3875771,40220,795749221579,441,44,441,441,1958000,1958000,44,250301,0,250345,247037,4316,0,0,0,128,137,248,439,148,414,4,359,208,8
129,11264.8,90.2,2968,3600684,40220,673338865669,382,38,381,381,1820457,1820456,38,225077,0,225115,228633,798,1,0,281528,128,137,249,449,151,414,4,359,208,8
130,11354.8,90.0,2975,3877508,-454294,686893332308,389,39,388,388,1711612,1711611,39,224382,494,224915,221479,4234,1,0,494514,128,137,249,449,151,414,4,361,213,8
131,11444.9,90.1,3023,3863722,40220,793067320491,437,44,437,437,1951976,1951975,44,247437,0,247481,250503,1212,0,0,0,128,137,249,449,151,417,4,361,213,8
132,11535.0,90.1,3053,3856566,40220,784746811748,432,43,432,432,1948398,1948397,43,251352,0,251395,249660,2947,0,0,0,129,138,249,450,151,417,4,361,213,8
133,11625.0,90.0,3034,3667862,-2312,732397035994,408,41,407,407,1832780,1832779,41,232055,42,232138,234887,198,1,0,42532,129,138,250,459,154,417,4,361,213,8
134,11715.1,90.1,3055,3833747,40220,782493688340,429,43,429,429,1936988,1936988,43,248611,0,248654,247233,1619,0,0,0,129,138,250,459,154,417,4,363,219,8
135,11805.3,90.2,3054,3853742,40220,781392045603,428,43,428,428,1946986,1946985,43,250351,0,250394,249430,2583,0,0,0,129,138,250,459,154,420,4,363,219,8
136,11895.5,90.2,3038,3929130,40220,768011944259,392,39,391,391,1984680,1984679,39,226672,0,226711,226975,2319,1,0,405992,130,139,250,459,154,420,4,363,219,8
137,11985.6,90.1,3084,3972878,40220,805279304030,438,44,438,438,2006554,2006553,44,261897,0,261941,264024,236,0,0,0,130,139,252,459,154,420,4,363,219,8
138,12075.8,90.2,3024,3389675,40220,674282801563,377,38,377,377,1714952,1714952,38,226436,0,226474,221893,4817,0,1,0,130,139,252,459,154,420,4,365,222,8
139,12166.0,90.2,3076,3912384,40220,788668908205,430,43,430,430,1976307,1976306,43,251167,0,251210,255024,1003,0,0,0,130,139,252,459,154,423,4,365,222,8
140,12256.3,90.3,3097,3987897,40220,802964922203,436,43,436,436,2014063,2014063,43,244982,0,245025,240555,5473,0,0,0,131,140,252,459,154,423,4,365,222,8
141,12346.3,90.1,3096,3978171,40220,801556396253,435,43,435,435,2009200,2009200,43,253357,0,253400,258417,456,0,0,0,131,140,253,468,156,423,4,365,222,8
142,12436.5,90.2,3094,3958726,40220,799888397199,433,43,433,433,1999478,1999477,43,255384,0,255427,255709,174,0,0,0,131,140,253,468,156,423,4,367,226,8
143,12526.5,90.1,3098,3976035,40220,798622700143,432,43,432,432,2008132,2008132,43,256234,0,256277,256141,310,0,0,0,131,140,253,468,156,426,4,367,226,8
144,12616.7,90.1,3093,3883997,40220,778110120977,422,42,422,422,1962113,1962113,42,247011,0,247053,246669,694,0,0,0,132,141,253,468,156,426,4,367,226,8
145,12706.9,90.2,3057,4064386,40220,699360127430,386,38,385,385,2052308,2052307,38,221886,0,221924,221896,722,1,0,539328,132,141,254,473,160,426,4,367,226,8
146,12797.0,90.1,3102,3972026,40220,799536608646,431,43,431,431,2006128,2006127,43,253085,0,253128,252544,1306,0,0,0,132,141,254,473,160,426,4,369,229,8
147,12887.2,90.2,3100,3925775,40220,785217107218,424,42,424,424,1983002,1983002,42,246819,0,246861,247167,1000,0,0,0,132,141,254,473,160,428,4,369,229,8
148,12977.3,90.1,3119,3869089,40220,697722190957,383,38,382,382,1954659,1954659,38,222771,0,222809,222912,897,1,0,291936,133,141,254,473,160,428,4,369,229,8
149,13067.5,90.2,3172,4025563,40220,792570612884,426,43,426,426,2032896,2032896,43,257135,0,257178,257814,261,0,0,0,133,141,255,480,162,428,4,369,229,8
150,13157.6,90.1,3167,3975486,40220,783678782994,421,42,421,421,2007858,2007857,42,261441,0,261483,256680,5064,0,0,0,133,141,255,480,162,428,4,371,232,8
151,13247.7,90.2,3169,4012314,40220,788472071312,423,42,423,423,2026272,2026271,42,253191,0,253233,256437,1860,0,0,0,133,141,255,480,162,430,4,371,232,8
152,13337.9,90.2,3233,4166981,40220,810168711273,432,43,432,432,2103605,2103605,43,271025,0,271068,269831,3097,0,0,0,134,142,255,480,162,430,4,371,232,8
153,13428.1,90.2,3227,4105661,40220,797931391166,426,42,426,426,2072945,2072945,42,256129,0,256171,258354,914,0,0,0,134,142,256,486,165,430,4,371,232,8
154,13518.3,90.2,3239,4228398,40220,825198704733,438,43,438,438,2134314,2134313,43,267908,0,267951,266396,2469,0,0,0,134,142,256,486,165,430,4,373,235,8
155,13608.3,90.0,3194,3775746,40220,726889258604,392,39,392,392,1907988,1907987,39,245666,0,245705,246729,1445,0,1,0,134,142,256,486,165,432,4,373,235,8
156,13698.4,90.1,3261,4106791,40220,788778433030,420,42,420,420,2073510,2073510,42,258514,0,258556,254866,5135,0,0,0,135,142,256,487,165,432,4,373,235,8
157,13788.6,90.2,3276,4262287,40220,821232031780,435,43,435,435,2151258,2151258,43,266346,0,266389,270276,1248,0,0,0,135,142,257,493,167,432,4,373,235,8
158,13878.7,90.1,3267,4168916,40220,803331291170,426,42,426,426,2104573,2104572,42,260481,0,260523,258074,3697,0,0,0,135,142,257,493,167,432,4,375,237,8
159,13968.8,90.1,3264,4150460,40220,797226764566,423,42,423,423,2095345,2095344,42,261267,0,261309,264626,380,0,0,0,135,142,257,493,167,434,4,375,237,8
160,14058.8,90.0,3312,4233598,40220,805506558371,426,43,426,426,2136914,2136913,43,273240,0,273283,268339,5324,0,0,0,136,142,257,494,167,434,4,375,237,8
161,14149.0,90.2,3281,4288407,40220,737019336563,395,40,394,394,2164318,2164318,40,254066,0,254106,258955,475,1,0,389668,136,142,258,499,167,434,4,375,237,8
162,14239.1,90.1,3318,4296740,40220,819761392506,432,43,432,432,2168485,2168484,43,271727,0,271770,268722,3523,0,0,0,136,142,258,499,167,434,4,377,239,8
163,14329.1,90.0,3318,4309771,40220,820085987510,432,43,432,432,2175000,2175000,43,275044,0,275087,277700,910,0,0,0,136,142,258,499,167,436,4,377,239,8
164,14419.2,90.1,3314,4078736,40220,725942598074,383,38,382,382,2059483,2059482,38,248406,0,248444,243007,6347,1,0,246164,137,142,258,499,167,436,4,377,239,8
