SessionNum,Playtime,Duration,Level,Gold,SpentGold,TotalDamage,Monsters,Bosses,Inputs,Crits,KbPower,MsPower,CrystalsStage,CrystalsBoss,CrystalsGold,CrystalsTotal,CrystalsSpent,CrystalsRemain,GGKilled,GGEscaped,GGGold,BaseAttackLv,AttackPctLv,CritChanceLv,CritDamageLv,MultiHitLv,TimeExtendLv,UpgradeDiscountLv,GoldFlatPermLv,GoldMultiPermLv,CrystalFlatLv
75,2242.0,29.9,16,0,0,158,0,0,143,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
76,2271.8,29.8,16,0,0,157,0,0,145,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
77,2301.8,30.0,16,0,0,156,0,0,141,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
78,2331.6,29.9,16,0,0,153,0,0,144,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
79,2361.6,29.9,16,0,0,163,0,0,142,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
80,2391.5,29.9,16,0,0,160,0,0,145,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
81,2421.4,29.9,16,0,0,153,0,0,140,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
82,2451.4,30.0,16,0,0,154,0,0,139,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
83,2481.3,29.9,16,0,0,168,0,0,146,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
84,2511.2,29.9,16,0,0,158,0,0,142,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
85,2541.0,29.8,16,0,0,152,0,0,140,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
86,2570.9,29.9,16,0,0,156,0,0,141,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
87,2600.8,29.9,16,0,0,153,0,0,145,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
88,2630.7,29.9,16,0,0,153,0,0,138,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
89,2660.6,29.9,16,0,0,151,0,0,143,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
90,2690.2,29.6,16,0,0,162,0,0,142,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
91,2720.2,30.0,16,0,0,152,0,0,139,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
92,2750.1,29.9,16,0,0,165,0,0,146,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
93,2780.0,29.9,16,0,0,159,0,0,144,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
94,2810.0,30.0,16,0,0,156,0,0,144,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
95,2839.9,30.0,16,0,0,168,0,0,149,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
96,2869.9,30.0,16,0,0,152,0,0,139,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
97,2899.9,30.0,16,0,0,161,0,0,145,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
98,2929.8,29.9,16,0,0,158,0,0,144,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
99,2959.5,29.7,16,0,0,161,0,0,142,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
100,2989.4,29.9,16,0,0,154,0,0,145,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
101,3019.3,29.8,16,0,0,158,0,0,142,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
102,3049.2,29.9,16,0,0,160,0,0,145,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
103,3079.1,30.0,16,0,0,161,0,0,143,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
104,3109.1,30.0,16,0,0,163,0,0,147,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
105,3138.9,29.8,16,0,0,152,0,0,141,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
106,3168.8,29.9,16,0,0,151,0,0,144,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
107,3198.7,29.8,16,0,0,153,0,0,140,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
108,3228.6,29.9,16,0,0,154,0,0,141,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
109,3258.5,29.9,16,0,0,155,0,0,138,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
110,3288.4,29.9,16,0,0,146,0,0,140,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
111,3318.3,29.9,16,0,0,162,0,0,144,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
112,3348.2,29.8,16,0,0,149,0,0,139,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
113,3378.1,30.0,16,0,0,164,0,0,148,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
114,3408.1,30.0,16,0,0,153,0,0,144,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
115,3438.0,29.9,16,0,0,163,0,0,143,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
116,3467.8,29.8,16,0,0,157,0,0,145,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
117,3497.7,29.9,16,0,0,162,0,0,143,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
118,3527.7,29.9,16,0,0,163,0,0,143,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
119,3557.5,29.9,16,0,0,164,0,0,140,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
120,3587.5,29.9,16,0,0,162,0,0,144,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
121,3617.3,29.8,16,0,0,165,0,0,144,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
122,3647.3,30.0,16,0,0,166,0,0,146,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
123,3677.1,29.8,16,0,0,153,0,0,141,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
124,3706.9,29.8,16,0,0,153,0,0,137,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
125,3736.9,30.0,16,0,0,157,0,0,145,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
126,3766.9,30.0,16,0,0,159,0,0,142,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
127,3796.8,29.8,16,0,0,162,0,0,145,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
128,3826.7,30.0,16,0,0,167,0,0,146,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
129,3856.7,29.9,16,0,0,155,0,0,142,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
130,3886.7,30.0,16,0,0,168,0,0,148,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
131,3916.5,29.9,16,0,0,158,0,0,142,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
132,3946.3,29.8,16,0,0,159,0,0,141,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
133,3976.3,30.0,16,0,0,164,0,0,148,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
134,4006.3,30.0,16,0,0,157,0,0,141,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
135,4036.3,30.0,16,0,0,152,0,0,140,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
136,4066.2,30.0,16,0,0,157,0,0,141,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
137,4096.1,29.8,16,0,0,154,0,0,141,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
138,4126.1,30.0,16,0,0,157,0,0,143,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
139,4155.9,29.9,16,0,0,159,0,0,145,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
140,4185.8,29.9,16,0,0,162,0,0,146,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
141,4215.6,29.8,16,0,0,156,0,0,146,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
142,4245.6,30.0,16,0,0,162,0,0,144,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
143,4275.6,29.9,16,0,0,163,0,0,140,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
144,4305.5,29.9,16,0,0,161,0,0,141,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
145,4335.2,29.7,16,0,0,159,0,0,142,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
146,4365.1,29.9,16,0,0,156,0,0,142,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
147,4395.0,29.9,16,0,0,163,0,0,147,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
148,4424.8,29.8,16,0,0,151,0,0,140,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
149,4454.7,29.8,16,0,0,148,0,0,139,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
150,4484.5,29.9,16,0,0,151,0,0,145,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
151,4514.5,30.0,16,0,0,157,0,0,146,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
152,4544.4,30.0,16,0,0,157,0,0,139,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
153,4574.3,29.9,16,0,0,159,0,0,141,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
154,4604.2,29.8,16,0,0,153,0,0,141,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
155,4634.0,29.8,16,0,0,157,0,0,144,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
156,4663.9,29.9,16,0,0,162,0,0,137,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
157,4693.9,30.0,16,0,0,165,0,0,147,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
158,4723.8,29.9,16,0,0,158,0,0,144,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
159,4753.7,29.9,16,0,0,155,0,0,141,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
160,4783.7,30.0,16,0,0,164,0,0,143,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
161,4813.2,29.6,16,0,0,157,0,0,143,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
162,4843.2,30.0,16,0,0,158,0,0,145,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
163,4873.2,30.0,16,0,0,157,0,0,141,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
164,4903.0,29.8,16,0,0,159,0,0,138,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
165,4932.9,29.9,16,0,0,157,0,0,141,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
166,4962.8,29.9,16,0,0,153,0,0,140,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
167,4992.6,29.8,16,0,0,156,0,0,146,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
168,5022.5,29.9,16,0,0,166,0,0,151,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
169,5052.4,29.9,16,0,0,165,0,0,149,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
170,5082.4,29.9,16,0,0,156,0,0,146,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
171,5112.3,29.9,16,0,0,152,0,0,141,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
172,5142.2,29.9,16,0,0,154,0,0,144,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
173,5172.2,30.0,16,0,0,154,0,0,142,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
174,5202.1,29.9,16,0,0,168,0,0,147,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
175,5231.3,29.3,16,0,0,153,0,0,136,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
176,5261.2,29.9,16,0,0,160,0,0,145,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
177,5291.1,29.9,16,0,0,157,0,0,141,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
178,5321.0,29.9,16,0,0,156,0,0,141,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
179,5351.0,30.0,16,0,0,159,0,0,146,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
180,5380.8,29.8,16,0,0,157,0,0,143,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
181,5410.6,29.8,16,0,0,155,0,0,142,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
182,5440.6,30.0,16,0,0,164,0,0,144,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
183,5470.5,29.9,16,0,0,157,0,0,141,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
184,5500.4,29.9,16,0,0,160,0,0,143,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
185,5530.3,29.9,16,0,0,160,0,0,140,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
186,5560.2,29.9,16,0,0,160,0,0,144,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
187,5590.2,30.0,16,0,0,153,0,0,141,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
188,5620.0,29.8,16,0,0,155,0,0,141,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
189,5649.9,29.9,16,0,0,156,0,0,144,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
190,5679.8,29.9,16,0,0,154,0,0,141,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
191,5709.7,29.9,16,0,0,159,0,0,142,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
192,5739.6,29.9,16,0,0,164,0,0,145,19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
193,5769.6,30.0,16,0,0,157,0,0,148,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
194,5799.4,29.8,16,0,0,152,0,0,138,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
195,5829.2,29.8,16,0,0,155,0,0,143,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
196,5859.1,29.9,16,0,0,158,0,0,143,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
