SessionNum,Playtime,Duration,Level,Gold,SpentGold,TotalDamage,Monsters,Bosses,Inputs,Crits,KbPower,MsPower,CrystalsStage,CrystalsBoss,CrystalsGold,CrystalsTotal,CrystalsSpent,CrystalsRemain,GGKilled,GGEscaped,GGGold,BaseAttackLv,AttackPctLv,CritChanceLv,CritDamageLv,MultiHitLv,TimeExtendLv,UpgradeDiscountLv,GoldFlatPermLv,GoldMultiPermLv,CrystalFlatLv
42,1470.2,34.7,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1505.1,34.9,5,60,-6,413,4,0,167,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1540.5,35.4,5,60,-6,413,4,0,175,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1571.0,30.5,4,42,-10,302,3,0,144,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1607.4,36.4,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1642.7,35.3,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1676.9,34.2,5,60,-6,413,4,0,167,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1711.9,35.0,5,60,-6,413,4,0,166,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1749.2,37.3,5,60,-6,415,4,0,182,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1786.1,37.0,5,60,-6,413,4,0,174,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1820.9,34.7,5,60,-6,416,4,0,167,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1855.0,34.2,5,60,-6,413,4,0,166,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1890.9,35.9,5,60,-6,415,4,0,174,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1926.7,35.7,5,60,-6,415,4,0,176,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1961.7,35.0,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1997.7,35.9,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2033.5,35.8,5,60,-6,415,4,0,171,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2070.3,36.8,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2104.6,34.3,5,60,-6,413,4,0,166,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2141.2,36.6,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2176.1,34.9,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2213.1,37.0,5,60,-6,413,4,0,175,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2249.1,36.0,5,60,-6,415,4,0,177,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2283.5,34.5,5,60,-6,413,4,0,166,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2320.2,36.6,5,60,-6,416,4,0,177,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2356.5,36.3,5,60,-6,415,4,0,175,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2392.9,36.4,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2428.2,35.3,5,60,-6,413,4,0,165,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2463.1,34.9,5,60,-6,418,4,0,168,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2498.4,35.3,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2534.4,36.1,5,60,-6,415,4,0,171,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2565.0,30.6,4,42,-10,302,3,0,139,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2601.2,36.2,5,60,-6,416,4,0,169,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2637.6,36.4,5,60,-6,413,4,0,174,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2667.8,30.2,4,42,-10,302,3,0,135,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2703.7,35.9,5,60,-6,415,4,0,171,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2734.3,30.6,4,42,-10,302,3,0,144,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2770.2,35.9,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2804.9,34.7,5,60,-6,415,4,0,161,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2841.3,36.3,5,60,-6,413,4,0,175,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2876.8,35.5,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2911.6,34.8,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2947.9,36.3,5,60,-6,415,4,0,175,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2983.7,35.8,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3021.0,37.2,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3057.6,36.6,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3093.4,35.8,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3128.3,34.9,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3158.5,30.1,4,42,-10,302,3,0,139,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3193.9,35.4,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3229.1,35.2,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3263.4,34.3,5,60,-6,417,4,0,166,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3300.4,37.0,5,60,-6,413,4,0,178,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3334.8,34.4,5,60,-6,415,4,0,166,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3370.2,35.4,5,60,-6,413,4,0,175,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,3404.6,34.5,5,60,-6,415,4,0,163,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3440.3,35.6,5,60,-6,415,4,0,172,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3475.9,35.7,5,60,-6,416,4,0,174,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3510.1,34.2,5,60,-6,413,4,0,164,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3546.8,36.7,5,60,-6,415,4,0,177,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3582.3,35.5,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3619.2,36.8,5,60,-6,413,4,0,178,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,3653.6,34.4,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3684.2,30.6,4,42,-10,302,3,0,141,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3720.5,36.4,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3756.3,35.7,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,3791.0,34.7,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3827.2,36.2,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3858.4,31.2,4,42,-10,304,3,0,142,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3888.4,30.0,4,42,-10,304,3,0,142,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3924.4,36.0,5,60,-6,415,4,0,172,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3958.5,34.1,5,60,-6,415,4,0,168,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,3993.3,34.8,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,4027.6,34.3,5,60,-6,416,4,0,168,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,4063.7,36.2,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4099.6,35.9,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4136.0,36.4,5,60,-6,415,4,0,175,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,4171.4,35.3,5,60,-6,413,4,0,174,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4205.9,34.6,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4241.8,35.8,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,4276.9,35.1,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,4311.7,34.9,5,60,-6,417,4,0,167,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,4345.8,34.0,5,60,-6,417,4,0,163,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,4376.6,30.8,4,42,-10,302,3,0,140,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,4412.1,35.5,5,60,-6,415,4,0,169,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,4448.3,36.2,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4483.6,35.3,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,4517.4,33.9,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4554.1,36.7,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,4590.0,35.9,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,4626.1,36.1,5,60,-6,415,4,0,170,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,4656.7,30.6,4,42,-10,302,3,0,140,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,4693.1,36.4,5,60,-6,413,4,0,174,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,4729.9,36.8,5,60,-6,413,4,0,176,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,4766.5,36.6,5,60,-6,415,4,0,169,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,4802.9,36.4,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,4838.9,36.0,5,60,-6,417,4,0,168,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,4875.9,37.0,5,60,-6,413,4,0,175,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4910.7,34.8,5,60,-6,413,4,0,167,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,4947.8,37.1,5,60,-6,413,4,0,176,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,4983.5,35.7,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,5018.8,35.3,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,5055.0,36.2,5,60,-6,413,4,0,174,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,5089.4,34.4,5,60,-6,413,4,0,167,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,5125.8,36.4,5,60,-6,415,4,0,178,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,5161.2,35.4,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,5197.2,36.0,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,5233.6,36.4,5,60,-6,420,4,0,178,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,5269.0,35.5,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,5304.8,35.8,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,5335.2,30.4,4,42,-10,304,3,0,144,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,5370.8,35.6,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,5406.7,35.9,5,60,-6,415,4,0,169,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,5442.7,36.0,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,5477.6,34.9,5,60,-6,415,4,0,168,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,5513.7,36.1,5,60,-6,413,4,0,177,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,5548.9,35.2,5,60,-6,415,4,0,165,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,5585.7,36.8,5,60,-6,413,4,0,176,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,5622.3,36.6,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,5659.4,37.0,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,5694.5,35.1,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,5730.3,35.8,5,60,-6,416,4,0,173,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,5766.1,35.8,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,5803.6,37.5,5,60,-6,413,4,0,180,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,5837.3,33.7,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,5871.9,34.6,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,5907.7,35.8,5,60,-6,413,4,0,174,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,5943.4,35.8,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5978.6,35.1,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,6014.9,36.3,5,60,-6,413,4,0,177,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,6050.1,35.3,5,60,-6,417,4,0,171,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,6084.4,34.2,5,60,-6,413,4,0,164,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,6119.1,34.8,5,60,-6,413,4,0,171,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,6154.6,35.4,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6191.2,36.6,5,60,-6,416,4,0,175,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,6225.0,33.8,5,60,-6,413,4,0,163,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,6260.1,35.1,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,6296.2,36.0,5,60,-6,413,4,0,175,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6330.3,34.2,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,6366.6,36.2,5,60,-6,415,4,0,170,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,6402.4,35.8,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,6438.0,35.6,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,6475.2,37.2,5,60,-6,413,4,0,173,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,6510.3,35.2,5,60,-6,413,4,0,169,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,6546.9,36.5,5,60,-6,415,4,0,172,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,6583.6,36.7,5,60,-6,415,4,0,175,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,6619.2,35.6,5,60,-6,413,4,0,170,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,6650.5,31.3,4,42,-10,306,3,0,142,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,6685.8,35.3,5,60,-6,413,4,0,168,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,6719.5,33.7,5,60,-6,413,4,0,165,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,6756.1,36.6,5,60,-6,413,4,0,172,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,6792.5,36.4,5,60,-6,415,4,0,173,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
